"id","nome_completo","sexo","nota","titulo","id-2","tarefa_id","tarefa_moodle_id","turma_id","curso_id","professor_id","aluno_id","nota-2","data_entrega","data_limite","data_insercao","texto_extraido","numero_tentativas","sobek_grafo","coh_adjective_ratio","coh_flesch","coh_brunet","coh_honore","coh_negative_words","coh_positive_words","coh_yngve","coh_frazier","coh_cross_entropy"
388,"Maat Hannes","0",-1.0,"Fake News",388,132,1,1,1,1,4288,-1.0,"2023-03-04 16:54:23.925815",NULL,NULL,"Na citação de Willian James ""não há mentira pior do que uma verdade mal compreendida por aqueles que a ouviram"" é de se fácil introduzir na atual realidade das fakes news. Dentre muitos fatores destaca-se o grave problema do sistema de justiça deficiente que é impossibilitado de combater de forma eficaz.

 Certamente o uso dessas fake news podem prejudicar a saúde física e psicológica de um indivíduo, tal como ocorreu com Fabiana Maria de Jesus, a qual foi covardemente torturada por uma notícia falsa publicada na internet. Segundo a CNN Brasil, cerca de 4 de 10 brasileiros afirmam afirmam receber fake news diariamente, nesse cenário o índice sobe para 65%.

 Juntamente se destaca o enfraquecimento do estado ao não ter o devido controle e investigação profunda que combata de forma eficiente os casos de fake news. Em notícias no país, se destaca em terceiro lugar, segundo a Forbes.

 Dessa forma percebe-se a ineficiência do estado e do mundo. Sendo assim, é imprescindível que todos os seguimento públicos e sociais unam-se em combate as fake news, que seja abortado tal assunto de maneira geral e competente no Brasil. Ademais, são indispensaveis investimentos nas áreas de segurança, tanto no mundo real, quanto no mundo irreal.",NULL,NULL,0.12255,39.62539,10.5775,1274.91585,0.41667,0.39167,2.76842,7.05556,0.55892
390,"Ptah Benedikts","0",0,"Como garantir a liberdade de informação e evitar abusos nos meios de comunicação?",390,144,1,1,1,1,2785,0,"2022-09-23 19:47:31.648123",NULL,NULL,"O livro ""Como mentir com estatística"" de Darrel Huff revela maneiras de utilizar o tratamento de dados em favor de uma narrativa. Nessa conjuntura, metodologias semelhantes à exposta na obra de Huff são empregadas em veículos midiáticos em prol de um vértice de pensamento. Nesse sentido, cabe analisar as problemáticas da manipulação de informações e da censura. 

Em primeira análise, a influência da opinião da autora no emprego de estatísticas em artigos de jornais. Decorrente do viés de julgamento intrínseco no ser humano, o jornalismo tem como preceito fundamental a busca pela imparcialidade. Todavia, tal objetivo é inatingível, a perspectiva autoral sempre estará exposta na disposição de informações e dados em reportagens. Desse modo, caracteriza-se o conceito que Hanah Ardent intitula como banalidade do mal, uma vez que o problema é ignorado e suas consequências vulgarizadas. Assim, a disseminação de matérias informativas acontece de maneira centrífuga, isto é, expelindo o rumo do autor desde o início de sua concepção, de modo que a liberdade seja garantida, mas as informações vinculadas não sejam com certeza verdadeiras.

Por outro lado, regulamentar excessivamente a mídia abre espaço para a censura. Em princípio, proibir meios de informação de disseminarem informações a princípio falsas parece ser algo bom. Contudo, isso não é verdade, os grupos que detém o condão de punir jornais tendem a utilizar essa jurisprudência ao seu favor e com isso, proibir veiculação de reportagens contra o governo, contra o ""lobby"" - reunião de um grupo que exerce pressão tendo como finalidade influenciar o tomador das decisões - que a governança defende. Por conseguinte, expõe-se o conceito de controle de corpos e relações de poder, de maneira que uma determinada fração detentora do poder controla o que é ou não publicado em mídias. 

A fim de solucionar paliativamente a problemática da guerra de pseudo verdades, garantindo a liberdade de expressão, fazem-se necessárias medidas que perpetuem a educação crítica. Para isso, o Ministério da Educação deve introduzir conteúdos de interpretação de dados estatísticas, reportagens, artigos científicos, na base comum curricular do ensino fundamental e ensino médio a fim de desenvolver o raciocínio analítico ao consumir notícias. Para tal feito, deve-se capacitar os professores em estatística básica, jornalismo, gêneros textuais, análise gráfica, através de cursos para capacitação de professores proporcionados pelo Ministério da Educação. Com essas medidas, torna-se mais forte o que Kevin Mitnick em sua obra ""A arte de enganar"" chama de elo mais fraco.",NULL,NULL,0.06516,19.77134,11.35328,1120.78287,0.28936,0.44681,2.89123,7.56667,0.52556
391,"Ísis Hannes","0",0,"Ajuda Humanitária",391,148,1,1,1,1,2941,0,"2022-09-04 18:01:05.484552",NULL,NULL,"A cultura do cancelamento reflete toda a angústia e medo que a sociedade transpira nesse momento,a falta de empatia na sociedade, por ataques direcionados em personalidades por possíveis erros camuflados.

Certamente a empatia, ou a falta dela,foi uma emoção que se sobressaiu diante das demais, tendo em vista os petigos e incerteza que o período da pandemia nos proporcionou nos últimos tempos.

A cultura do cancelamento pode fazer parte dos fatores de riscos para a saúde mental, e nesse sentido pode se tornar gatilho para o agravamento de transtornos mentais como, anciedade.

Dessa forma, a cultura do cancelamento tem se tornado mais comum, esse movimento surgiu como uma forma de criticar e dar visibilidade para ( atitudes, posicionamento etc).Que ""não devem"" ser aceitas na sociedade, no entanto é preciso refletir sobre o cancelamento na sociedade brasileira.",NULL,NULL,0.05926,-93.11,10.23848,890.86685,0.53947,0.34211,6.36709,11,0.46299
404,"Sicrano Ragnarsson","1",0,"Viver e aprender",404,140,1,1,1,1,4737,0,"2023-05-18 21:44:56.163308",NULL,NULL,"Na vida em que temos que nascer,crescer,reproduzir e morrer,é importante viver e aprender com erros,acertos e adversidades que se encontra em sua longeva vida a ser trilhada. Ass;im fazendo repensarmos sobre atos que venhamos a fazer para que as consequências desses atos não vinherem a ser problemas maiores que prejudiquem nossa vida social,fisica,mental e espiritual.

Deixando nossa mente pensativa e criativa avaliar nossas atitudes e proximos passos em torno de nossa vida acadêmica e sociativa. Feitos que quando jovem faziamos.talvez na nossa vida adulta jamais pensatriamos em fazer,mostrando nossa capaciade de aprendizado,ou não. Assim como pessoas racionais pensam e refletem sobre nossos passos trilhados,tem pessoas que assumem seu lado emocional e agem no impulso sem pensar nas prováveis adversidades futuras.

Deixando uma conclusão que olhando para o nosso passado o nosso futuo será trilahdo de uma forma mais limpa e pura de uma forma consiente e decisa.",NULL,NULL,0.11613,20.10891,10.34409,1105.596,0.2809,0.55056,3.79205,9.25,0.57156
392,"Set Gíslas","0",920,"Desafios para conter a violência escolar no Brasil",392,201,1,1,1,1,4453,920,"2023-05-15 17:06:26.817946",NULL,NULL,"A violencia escolar é um problema muito aparente na sociedade atual que vem sido amplamente discutido. Pois, mesmo após a criação de diversas leis para a proteção dos estudantes no meio escolar, existe a persistência do problema em nosso país, um problema, que, como sociedade, devemos lutar para sua extinção. Desta forma, a violência nas escolas parte, usualmente, do bullying cometido pelos alunos entre si, o qual desdobra-se em verbal e físico. Além disso, os casos de agressões em instituições escolares têm sua origem ou agravamento na convivência dos agressores com sua família 

Sob a luz desse olhar, na música ""violência"" da banda nacional Titãs, é possível observar o quão presente o tema está enraizado em nossa vida nos trechos ""violência gera violencia, violencia doméstica, violencia cotidiana"" e ""com os amigos que eu tenho nem preciso inimigos, aí fora ninguém fala comigo"". Analogamente à obra, muitos jovens passam por situações como essa, tendo em vista que a violência gera a violência, agressões domésticas podem levar um adolescente a praticar os mesmos atos com seus semelhantes, caso não recebam a devida ajuda.

Dessarte, em nosso país e em todo o mundo, os casos de agressões no âmbito escolar têm sua taxa crescendo exponencialmente. Ademais segundo o escritor americano Nick Couldry em seu livro ""porque a voz importa"" nos é apresentado que não nos podemos ser calados, para assim não sermos invisibilizados perante a sociedade, e o bullying é uma das formas mais aparentes de se calar um indivíduo. Outrossim, é presente na carta magna de 1988, que a segurança é direito de todos e dever do estado providenciar, desta maneira, caso existam jovens passando por tais situações, este problema está relacionado à constante inoperância estatal no Brasil.

Diante do acima exposto, é imprescindível que haja de alguma forma, uma articulação entre os pilares social e político que vise atenuar, e por fim erradicar a problemática. O estado, como provedor dos direitos para cada indivíduo da sociedade, deve, com o apoio do ministério da educação e da economia, por meio dos poderes jurídico, legislativo e executivo, articular projetos, executar e sancionar leis com o intuito de amenizar os casos de agressão e violência em escolas e nas demais instituições de ensino no país. Desta maneira, criando uma sociedade mais justa e fiel aos princípios de nossa constituição Federal.",NULL,NULL,0.07792,12.70335,11.34456,1117.11416,0.35185,0.31944,3.53945,6.94444,0.49044
393,"Ísis Hjartars","0",0,"Desafios para conter a violência escolar no Brasil",393,201,1,1,1,1,4376,0,"2023-05-15 13:27:13.496701",NULL,NULL,"Os carros mais velozes do mundo são , BUGAT, FERRARI,FORMULA 1. São potentes devido ao seu motor, que tem mil cavalos de força, câmbio da marcha , farol de qualidade , pneus de arrancada .

São carros caros de mais de 22 mil reais ou mais , porque são feitos nos Estados Unidos, no Brasil o preço sobe, famosos que gostam de comprar carros assim , são Renato Garcia , Rezende, Ronaldinho Gaucho.Por ser um carro muito caro, a manunteção tem que ser cuidadosa, trocas de penus, potencia da roda , oleo de motor ,bateria, gasolina .

Alguns carros são para pistas de coridas, outros são feitos para drifty e outros de passeios. Esses carros tem na cor vermelho, laranja, verde, roxo.",NULL,NULL,0.07895,46.25974,9.8203,1313.25464,0.13158,0.42105,3.04275,7.66667,0.68026
394,"Sekhmet Sigmunds","0",-1.0,"Viver e aprender",394,140,1,1,1,1,4840,-1.0,"2023-06-03 20:40:22.481126",NULL,NULL,"O ataque a uma creche em Blumenau (SC) que deixou quatro crianças mortas em abril de 2023, mais um exemplo trágico de uma estatística alarmante que vem trazendo preocupações para a sociedade em geral. As situação de massacre e acendem um debate sobre ''como frar os massacres nas escolas Brasileiras'' desta forma, deve-se refletir sobre como evitar esses problemas , e procurar possíveis soluções diante deste fato, a fim de que o ambiente escolar torne-se um ambiente seguro.

Em primeiro lugar destaca se a falta de segurança nas escolas como uma das causas deste problema, é importante que as autoridades trabalhem para controlar o acesso às armas de fogo e contribuir mas para a segurança nas redes escolares. Sob esse viés filósofo São Tomás de Aquino citou '' o desordenado amor por si mesmo é a causa de todos os pecados''.

Cabe ressaltar que as autoridades em geral, devem parar de compartilhar os ataques nas redes sociais e parar de glorificar os assassinos, porque, cada vez mais cresce a facilidade de encontrar estes conteúdo extremistas e aterrorizantes nas plataformas digitais, além disso esse tipo de compartilhamento pode também afetar as famílias das vítimas. Glamourizar assassinos, afinal,equivale a pedir por mais assassinos.

Em virtude dos fatos mencionados medidas urgentes devem ser tomadas para minimizar o impasse. Assim cabe ao Governo Gederal por meio do Ministério da Educação juntamente com a segurança pública promover medidas implementares, como, exercício de simulação e treinamento. Capacitando e assim preparando a comunidade escolar para agir em caso de ameaça. A escola deve ser um ambiente de paz e segurança para todos.",NULL,NULL,0.05725,18.39615,10.87181,1209.15065,0.52632,0.45395,3.33998,7.78571,0.50268
395,"Anúbis Sigurðs","0",-1.0,"Direitos da criança e do adolescente: como enfrentar esse desafio nacional?",395,141,1,1,1,1,4862,-1.0,"2023-06-06 16:14:00.348834",NULL,NULL,"Em 13 de julho de 1990, foi instituído no Brasil o ECA (Estatuto da Criança e do Adolescente), para que crianças e adolescentes pudessem ter e acessar diretos, garantindo seu desenvolvimento de forma geral. Entretanto, mesmo após tantos anos, ainda se vê e muito diversos casos de trabalhos ilegais e rompimento desses direitos que a eles deveriam ser garantidos; portanto, faz-se urgência quanto à discussão do assunto, mas para isso devem ser considerados dois pontos, sendo eles a falta de fiscalização trabalhista e a alienação governamental do Estado a essas crianças e jovens brasileiros.

De início é notório marcar sobre essa deficiência na fiscalização trabalhista, já que por muitas vezes, esses jovens são empregados de forma precoce, com cargas excessivas e insalubres, o que afeta o seu desenvolvimento. A Pesquisa Nacional por Amostra de Domicílios (PNAD) de 2019, realizada pelo Instituto Brasileiro de Geografia e Estatística (IBGE), mostra que cerca de 1,8 milhão de crianças e adolescentes entre 5 e 17 anos estavam em situação de trabalho no Brasil. Esse número é alarmante e indica a existência de um problema significativo.

Ademais, vale ressaltar o problema persistente no Brasil, o descaso governamental com os que estão à margem da sociedade. Apesar dos avanços no acesso à educação nos últimos anos, ainda existem desafios significativos. Segundo o Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira (INEP), em 2019, cerca de 1,9 milhão de crianças e jovens entre 4 e 17 anos estavam fora da escola no Brasil. Essa exclusão educacional afeta diretamente o pleno desenvolvimento desses indivíduos e sua capacidade de exercer outros direitos fundamentais.

Desse modo, visando amenizar e diminuir o rompimento dos direitos dos jovens e das crianças brasileiros. É dever das famílias e da sociedade em geral, combater a quebra do cumprimento de quaisquer direitos garantidos as crianças e aos adolescentes, por meio de denúncias como forma de assegurar seus direitos. Outrossim, cabe ao governo combater a desigualdade social e a possível quebra de seguimento desses direitos, mediante campanhas e organizações que promovam as denúncias e conscientizem toda a população.

Somente assim, os adolescentes e crianças do Brasil poderão ter seus garantidos e aguardados direitos sociais cumpridos.",NULL,NULL,0.0618,9.30577,11.50688,963.88111,0.28641,0.66019,3.78744,8.44444,0.47788
401,"Neit Hannes","0",-1.0,"Desafios para conter a violência escolar no Brasil",401,201,1,1,1,1,4438,-1.0,"2023-05-15 17:00:22.669019",NULL,NULL,"Todos sabemos que a violência nas instituições educacionais, tanto no Brasil quanto no estrangeiro, vem crescendo cada vez mais e como evita-las se tornou uma grande preocupação. Vemos todos os dias casos de alunos que ameaçaram, agrediram ou comentaram sobre fazer cometer algum tipo de agressão contra seus colegas e/ou professores. Como por exemplo, recentemente a professora Elisabeth Tanreiro morreu após ser esfaqueada por um aluno. A situação está se tornando cada vez pior, e a mídia vem noticiando cada vez mais casos relacionados a esse assunto.

Todos os dias professores do país inteiro sofrem com ameças por parte dos estudantes, seja por uma nota abaixo da média ou simplesmente por não gostarem do educador. Carros pichados, pneus furados, agressões verbais e físicas que podem até mesmo levar à morte, muitas vezes ocorrem dentro e fora das instituições. Somente durante o período de 2017 a 2019 o número de casos de agressão verbal sofridos por professores aumentou de 44% a 48%, enquanto os casos de agressão física permanceram na porcentagem de 5%. 

O que leva alguém, principalmente nesta idade, a cometer tais atos? Dentre vários motivos, a falta de compromisso da família na educação e acompanhamento do desenvolvimento da criança ou adolescente, a pouca segurança nas escolas e a ausência de castigos mais severos à alunos indisciplinados se destacam. Muitas vezes as crianças trazem o comportamento agressivo de casa, onde os pais brigam constantemente ou cometem descaso com o menor.

Em conclusão, há várias formas de tentar previnir que mais casos ocorram, como: aumentar a segurança nas escolas, punir devidamente ações agressivas (usando suspensão, por exemplo), conversar com os pais, e encaminhar a criança para um acompanhamento psicológico. Em todos os casos, o menor deve receber muita atenção, pois essa agressividade pode piorar e permanecer por um longo período de tempo.",NULL,NULL,0.03974,27.4118,10.93846,1179.5155,0.5,0.38824,3.14591,7.75,0.48964
396,"Pakhet Andrés","0",840,"Seleção - Problemas educacionais na pandemia",396,175,1,1,1,1,4826,840,"2023-05-31 21:59:36.543072",NULL,NULL,"O COVID-19 foi algo que afetou o mundo inteiro, trazendo consigo diversos problemas, complicações e dificuldades para tudo e todos. Dentre diversos impecilhos, a área da educação tembém foi afetada, o que sob minha ótica é algo a se temer, pois a pandemia dificultou a aprendizagem de milhares de estudantes em diversos niveis acadêmicos em todo o mundo.

Crianças de nível mais baixo, como em primeiros anos da escola municipal, onde começam sua alfabetização, e estão aprendendendo a ler e escrever

não tiveram aquele acompanhamento necessário nesse período, o que acarretou em diversas crianças não desenvolvendo sua leitura e escrita. Ou de um nível mais alto, do ensino médio, onde começam a ter matérias mais complexas como química e biologia, onde os mesmos não conseguiam saber quantos átomos um elemento precisa para possuir para se estabilizar, ou quantos cromossomos possuem uma pessoa que não contém anomalia genética. E, até mesmo universitários, no final ou começo de seus respectivos cursos, onde não conseguiram completar ou o começarem com êxito.

Esta quebra no tempo escolar, esse afastamento, é algo que para sempre será lembrado, pois diversos estudantes desistiram de seus estudos nesse meio tempo, pois os mesmos, na maioria das vezes não tinham a quem recorrer quando uma dúvida surgia, ou não conseguiam contatar o professor para que ele sanasse suas dúvidas.

Contudo, a COVID-19 e sua pandemia foi algo que deixou rastros que devemos reparar, em questão aos problemas da educação, cursos presencias de repsosiçao do tempo da pandemia deveria serem implantados e ofertados pelo governo, ou até mesmo, feito ao final do ano letivo um curso sobre os tópicos mais extremos e importantes ser dado ao estudante como uma fixação do conteúdo.",NULL,NULL,0.06475,-12.51397,11.15151,966.25027,0.31788,0.35099,3.91051,7.875,0.49717
397,"Ptah Péturs","0",-1.0,"Desafios para a formação educacional de surdos no Brasil",397,114,1,1,1,1,4715,-1.0,"2023-05-17 00:18:06.964052",NULL,NULL,"A questão dos desafios que surdos enfrentam no Brasil é uma situação totalmente problemática, tanto na parte da educação e no mercado de trabalho deixam a desejar, mesmo a Língua Brasileira de Sinais (Libras) sendo a segunda lingua oficial do País, ainda assim há poucas oportunidades o que acaba dificultando as condições de vida dessas pessoas e na forma de comunicação.

Na atualidade o aprendizado é limitado devido a falta de estrutura nas escolas, já que não tem materiais ou os direitos bem aplicados e estabelecidos de forma em que supra todas as necessidades, em poucas unidades escolar você encontra professores qualificados para melhorar a experiência e facilitar o aprendizado para os alunos com deficiência auditiva, e mesmo que tenham profissionais adequados, não tem ferramentas necessárias para um melhor ensinamento.

De acordo com a Lei Nº 13.146 art. 28 número XII, deveria ser ofertado ensino de Libras, do Sistema Braile e de uso de recursos da tecnologia assistiva, de forma a ampliar habilidades funcionais dos estudantes, promovendo sua autonomia e participação, exatamente o que falta para preparar o aprendiz.

Somente em 2002, por meio da Sanção da Lei Nº 10.436, que a Língua Brasileira de Sinais (Libras) foi reconhecida como segunda língua oficial no País. Fazendo com que a língua fosse exigida em algumas empresas, porém mesmo com a Lei, o mercado de trabalho é pouco inclusivo, empresas deveria por obrigação preencher parte das vagas de emprego com pessoas surdas, apesar dessa necessidade, essas vagas dificilmente são preenchidas.

Tendo em vista que é dever do Estado, da família, da comunidade escolar e da sociedade assegurar educação de qualidade a pessoa com deficiência, colocando-a salvo de toda forma de violência, negligência e discriminação, assim como incumbe ao poder público assegurar, criar, desenvolver, implementar, incentivar, acompanhar e avaliar... O que resta é escolas darem, mais atenão e estrutura, as empresas se adequarem e criando mais oportunidades de emprego.",NULL,NULL,0.05128,-29.36192,11.34858,917.84889,0.3369,0.54545,4.18883,9.875,0.53117
398,"Sekhmet Mikaelss","0",560,"Pequenas corrupções",398,34,1,1,1,1,317,560,"2021-10-30 23:14:16.183931",NULL,NULL,"É inegável que as pequenas corrupções são bolas de neve, começam pequenas e com o passar do tempo se tornam enormes. Nossa sociedade tem essa cultura de não ver problema em pequenas trapaças, o que faz com que tudo isso seja ensinado de geração em geração. Aceitar essas atitudes só legitima a aceitação das grandes corrupções, pois não adianta reclamar que grandes juízes aceitam proprina para livrar os condenados enquanto você suborna o 'guardinha' de trânsito para não levar multa.

Essa prática na sociedade brasileira é muito comum, conhecida como ""jetinho brasileiro"", são atitudes tão banalizadas que receberam nome e que ninguém vê problema em cometer. Levar esses comportamenos como sendo normal envenena as gerações menores, pois se o pai/mãe mente/passa a perna no próximo, o próprio filho não vai ver problema em fazer isso na escola com os seus colegas.

A banalização desses atos egoístas como furar fila, aceitar ou dar o troco errado, comprar produtos falsificados trazem efeitos extremamente negativos para a nossa sociedade, porque a ideia que se cria é se um pequeno ato de corrupção pode passar ileso pela lei então por quê um ato um pouco maior não pode? E assim sucesstivamente para justificar mais atos ilegais.",NULL,NULL,0.105,22.961,10.57491,913.64426,0.51613,0.37097,3.35378,7.3,0.55713
399,"Hathor Ragnars","0",0,"Desafios para conter a violência escolar no Brasil",399,201,1,1,1,1,4750,0,"2023-05-22 20:02:58.703133",NULL,NULL,"a violencia e errada",NULL,NULL,0,33.275,3.01273,0,2,0,1,4.5,0.78048
400,"Sobek Valdimars","0",-1.0,"Desafios para conter a violência escolar no Brasil",400,201,1,1,1,1,4445,-1.0,"2023-05-15 17:03:38.767179",NULL,NULL,"Hoje em dia, por mais que muitos não vejam e que a situação deveria ser diferente, é muito comum a realidade de violência em escolas brasileiras. O ambiente que deveria ser exemplo em questão de respeito, foi completamente depedrado de uma vista conceitual. Os professores e até a sala de aula que tinham seus lugares nos corações e na mente de todos, hoje, são levados como piada.

Nota-se a perda da visão do professor como alguém importante na sociedade, alguns até tratados com ódio. No dia 27 de março de 2023, uma professora em São Paulo, chamada Elisabeth Tenreiro, foi esfaqueada por um de seus alunos. Um dos motivadores disso é a modernidade, já que não é mais tratado com importância ensinar aos jovens sobre tratar com respeito não apenas os mais velhos, mas todas figuras importantes em nossas vidas. Vale também dizer que esse aprendizado vem de casa, porque não é algo de âmbito acadêmico.

Por outra visão, também é válido dizer que outro motivo do aumento de violência nos últimos tempos é a tecnologia e a anonimidade que veio com ela. Os casos de bullying aumentaram em nove porcento de 2017 à 2019, mostrando os efeitos do silenciamento tanto quanto ao bullying ""convencional"", quanto ao chamado cyberbullying.

Uma intervenção para isto seria o Ministério da Educação e o da Segurança, juntos, criarem leis e campanhas que limitem a violência nas escolas e incentivem a educação ao respeito com nossos profissionais, já que eles criam nossas crianças e futuros profissionais.",NULL,NULL,0.04032,31.73548,11.03962,921.8639,0.27143,0.54286,3.14448,7.92857,0.5261
402,"Hathor Ragnars","0",-1.0,"Desafios para conter a violência escolar no Brasil",402,201,1,1,1,1,4750,-1.0,"2023-05-22 20:05:22.119348",NULL,NULL,"a violencia e errada",NULL,NULL,0,33.275,3.01273,0,2,0,1,4.5,0.78048
442,"Taweret Björns","0",0,"Corrupção",442,172,1,1,1,1,3186,0,"2022-09-13 16:40:12.031509",NULL,NULL,"No final da série ""lá casa de papel"" observamos um ato de corrupção no momento no qual o delegado da polícia aceita ficar do lado do professor que é o autor do roubo em troca de dinheiro. A corrupção entra em pauta muito em época de política, no qual pessoas brigam e acusam políticos de fazer esse ato. Desta forma acredito que seja válido algum meio de corrigir esteato, como trazendo provas de que a pessoa não fez nenhum tipo deste de corrupção. A corrupção está presente no meio político, no meio polícial, na saúde. Acredito que maneiras de corrigir isso seja dando punições para quem prática, como cadeia, como ter que devolver o valor.",NULL,NULL,0.02609,58.49696,10.14698,991.71084,0.16923,0.29231,2.78379,7.3,0.59154
405,"Maahes Rúnars","0",-1.0,"Desafios para conter a violência escolar no Brasil",405,201,1,1,1,1,4415,-1.0,"2023-05-15 14:17:37.479882",NULL,NULL,"Atualmente os casos de violência escolar vem aumentando, e os casos de agressões contra alunos e professores também. As consequências da violência têm efeitos negativos aos envolvidos como: depressão, suicídios, distúrbios corportamentais, prejuízo às atividades em sala de aula e abandono escolar. 

 Entre 2017 e 2018 o Inep fez uma pesquisa sobre violência no ambiente escolar, os países participantes foram o Brasil e a Bélgica, a pesquisa aponta para a incidência semanal do problema em mais de 10% das escolas participantes. 18,8% dos professores brasileiros dizem ser muito estressante os casos de intimidações ou abusos verbais.

 Segundo especialistas os principais fatores que contribuem para ataques em escolas são: conteúdo criminoso nas redes sociais, idolatria a criminosos do passado, exposições de detalhes dos crimes, cultura de armas, vulnerabilidade de jovens à ideologias extremistas e falta de suporte nas escolas.

 Os órgãos municipais, estaduais e federais devem capacitar todo o corpo docente, proporcionando qualificações para que os professores saibam lidar com a violência escolar, os educadores e membros da comunidade escolar devem estar atento aos primeiros sinais de situação violenta, os profissionais devem incentivar o diálogo, escutar e orientar o agressor, evitar o punivismo para não aumentar o índice de violência, e também estar sempre em comunicação e integração com as famílias envolvidas.",NULL,NULL,0.10798,3.48701,10.72137,1253.74286,0.62595,0.27481,3.48762,8.66667,0.46741
406,"Seshat Ólafs","0",-1.0,"Desafios para conter a violência escolar no Brasil",406,201,1,1,1,1,4392,-1.0,"2023-05-15 14:17:32.627877",NULL,NULL,"A violência nas escolas brasileiras tem sido um problema além de persistente, muito preocupante. É um fenômeno multifacetado, que abrange desde casos de bullying e agressões físicas até situações mais graves, como a presença de armas de fogo dentro das instituições de ensino. A ocorrência desses episódios traz consequências devastadoras para a comunidade escolar, afetando a segurança, o bem estar emocional e até mesmo a qualidade da educação. Mas afinal, quais são as principais causas desse problema que vem afetando tanto as escolas brasileiras e de todo o mundo e quais as possíveis soluções para o mesmo?

A violência nas escolas possui raízes profundas em diversos fatores. Entre eles, destacam-se a desigualdade social, a falta de investimento na educação, a ausência de programas efetivos de prevenção ao bullying e a influência negativa de gangues e até mesmo do tráfico de drogas em algumas regiôes. Todos esses fatores são culpados de criar um ambiente que influencia a violência escolar.

Um dos principais tipos de violência nas escolas é o bullying, que pode ocorrer de forma verbal, física ou virtual. O bullying causa danos emocionais e psicológicos profundos nas vítimas, afetando o seu desempenho acadêmico e sua autoestima. Além disso, a violência armada também tem se tornado uma preocupação recorrente nas escolas ultimamente, com casos de massacres, tiroteios e invasões à escolas, causando tragédias e danos irreparáveis.

Para combater esse problema, é necessário um esforço conjunto entre a sociedade, as instituições de ensino e o poder público. Em primeiro lugar, é fundamental promover uma cultura de paz e respeito no ambiente escolar, podendo ser por meio de campanhas educativas que conscientizem os alunos, professores e pais sobre a importância de tratar o próximo com empatia e solidariedade.

Além disso, é indispensável investir em programas de prevenção ao bullying e à violência, podendo envolver debates, palestras, intervenções pedagógicas e até atividades extracurriculares que promovam uma convivência saudável entre os alunos. Outra medida relevante é o fortalecimento da segurança nas escolas, a presença de profissionais de segurança capacitados e a implementação de sistemas de monitoramento são essenciais para inibir atos de violência no ambiente escolar e garantir a proteção de alunos e funcionários.",NULL,NULL,0.10112,7.37965,11.57589,1091.15202,0.4878,0.50244,3.23546,7.7,0.42665
407,"Beltrana Jóhannesdóttir","2",920,"Desafios para conter a violência escolar no Brasil",407,201,1,1,1,1,4422,920,"2023-05-15 14:17:23.577586",NULL,NULL,"É fundamental a conscientização da violência escolar, pois é algo que vem se expandindo a cada dia. Não se trata só de violência física, mas também psicológica. Muitos casos ocorrem por conta do bullying sofrido no ambiente escolar. No entanto, as escolas e os pais devem se manter atentos e lidar de forma correta com esses casos.

O livro ""Por Lugares Incríveis"" retrata a vida de dois jovens, que apesar de personalidades distintas tem mais coisas em comum do que esperam, então acabam se apaixonando. Theodore Finch sofria de alguns problemas psicológicos, incluindo-se o bulliyng causado pelos colegas. O jovem é chamado de ""aberração"" por apresentar problemas disciplinares e sumir por longos períodos por conta de suas crises. Kate, sua irmã, era a única que se importava com ele, já que a mãe trabalhava muito. Acaba com o menino se suicidando, após uma briga com um colega da escola. O psicológico é o grande contribuidor para todos os tipo de violência, por isso precisa-se lidar com esse fator.

O ambiente familiar é um dos contribuidores da violência escolar, por serem expostos a pressão psicológica, agressão, ou até mesmo presenciarem discussões. A tecnologia também é um fator de disseminação da violência, por ser um meio fácil de comunicação e se propagar muito rápido. Tudo isso pode influenciar no ambiente escolar, assim gerando casos como massacre.

Conclui-se a importância da conscientização sobre a violência nas escolas, no intuito de evitar os casos. Podem ser feitas palestras e trabalhos em grupos, para a integração com os colegas, para gerar conhecimento e empatia. Todas as escolas também devem proporcionar atendimentos com psicólogos, com isso precisa-se da ajuda do governo.

É essencial adotar atitudes que melhorem o convívio familiar incentivando o diálogo, fazendo atividades em conjunto, trazendo um sentimento de compreensão a seu filho, para que ele se sinta seguro em compartilhar seus problemas escolares. No entanto, os responsáveis devem ser presentes na vida escolar, para comunicar a diretoria das escolas em suspeitas de problemas.",NULL,NULL,0.08282,33.68221,11.31782,1283.06372,0.33696,0.3913,3.01331,7.42857,0.50182
